id,ingredient,degree,sugar,base_spirit,저녁 술,오후 술,식전 술,식후 술
2802,"얼음,버본,체리 리큐어,오렌지 주스",3,4,whisky,0,1,0,0
2803,"얼음,스카치 위스키,오렌지 주스,체리 브랜디,스위트 버무스,마라스키노 베리,오렌지",1,4,whisky,0,1,0,0
2804,"얼음,아이리시 위스키,비터즈,레몬 주스",4,1,whisky,0,1,0,0
2805,"얼음,캐나다 위스키,석류즙,레몬 주스,오렌지 주스,퀴멜,레몬 껍질",2,3,whisky,0,1,0,0
2806,"얼음,라이 위스키,레몬 주스,레드 포트 와인,슈가시럽,계란 흰자,파인애플",2,3,whisky,0,1,0,0
2807,"얼음,라이 위스키,듀보네,오렌지 큐라소,파스티스,레몬 껍질,오렌지",4,1,whisky,0,1,0,0
2808,"얼음,살구 브랜디,스카치 위스키,오렌지 주스,레몬 껍질",3,4,whisky,0,1,0,0
2809,"얼음,캐나다 위스키,듀보네,트리플 섹,오렌지",1,3,whisky,0,1,0,0
2810,"얼음,라이 위스키,스위트 버무스,트리플 섹",4,3,whisky,1,0,0,0
2811,"얼음,라이 위스키,위스키/허니 리큐어,레몬 주스,바나나 리큐어",3,3,whisky,1,0,0,0
2812,"얼음,드라이 버무스,라이 위스키,오렌지 큐라소,아니제트,레몬 껍질,마라스키노 베리",3,2,whisky,0,1,0,0
2813,"얼음,스카치 위스키,핌즈 컵 넘버 1,비터즈",5,1,whisky,0,0,0,1
2814,"얼음,스카치 위스키,드라이 버무스,오렌지 비터즈,트리플 섹",5,1,whisky,1,0,0,0
2815,"얼음,버본,드라이 버무스,석류즙,레몬 주스,파스티스,마라스키노 베리",3,3,whisky,1,0,0,0
2816,"얼음,스카치 위스키,위스키/허니 리큐어,레몬 주스,비터즈,화이트 크렘 드 망트",4,4,whisky,0,1,0,0
2817,"얼음,스카치 위스키,스위트 버무스,바이올렛 리큐어,오렌지 비터즈,파스티스",3,5,whisky,1,0,0,0
2818,"얼음,스카치 위스키,오렌지 주스,위스키/허니 리큐어",5,2,whisky,0,1,0,0
2819,"얼음,버본,드라이 버무스,블랙베리 브랜디,레몬 주스,레몬",3,1,whisky,1,0,0,0
2820,"얼음,버본,오렌지 주스,오렌지 비터즈",3,3,whisky,0,1,0,0
2821,"얼음,버본,드라이 버무스,스위트 버무스,캄파리,갈리아노,마라스키노 베리",4,4,whisky,0,1,0,0
2822,"얼음,스카치 위스키,레몬 주스,슈가시럽,트리플 섹,소다수,레몬",2,4,whisky,0,1,0,0
2823,"얼음,버본,레몬 주스,슈가시럽,계란 흰자,레드 와인",2,3,whisky,0,1,0,0
2824,"얼음,스카치 위스키,위스키/허니 리큐어,오렌지 비터즈",4,3,whisky,0,1,0,0
2825,"얼음,버본,레몬 주스,오렌지 주스,퀴멜,마라스키노 베리",3,2,whisky,0,1,0,0
2826,"얼음,라이 위스키,체리 브랜디,마라스키노 베리",4,2,whisky,0,1,0,0
2827,"얼음,버본,체리 브랜디,오렌지 주스,위스키/허니 리큐어,석류즙",3,4,whisky,0,1,0,0
2828,"얼음,스카치 위스키,드라이 버무스,레드 포트 와인,비터즈",4,1,whisky,1,0,0,0
2829,"얼음,스카치 위스키,오렌지 주스,트리플 섹",4,2,whisky,0,1,0,0
2830,"얼음,스카치 위스키,드라이 버무스,핌즈 컵 넘버 1,비터즈,마라스키노 베리",3,2,whisky,0,1,0,0
2831,"얼음,스카치 위스키,드라이 버무스,귤 리큐어,레몬 주스",3,3,whisky,1,0,0,0
2832,"얼음,버본,라임 주스,오렌지 큐라소,라임",5,1,whisky,0,1,0,0
2833,"얼음,아이리시 위스키,레몬 주스,오렌지 큐라소,슈가시럽,마라스키노 베리",1,2,whisky,0,1,0,0
2834,"얼음,스카치 위스키,체리 리큐어,레몬 주스",5,1,whisky,0,1,0,0
2835,"얼음,아이리시 위스키,레몬 주스,소다수,레몬",4,1,whisky,0,1,0,0
2836,"얼음,라이 위스키,레몬 주스,오렌지 주스,석류즙",3,2,whisky,0,1,0,0
2837,"얼음,스카치 위스키,오렌지 주스,레몬 주스,슈가시럽",2,3,whisky,0,1,0,0
2838,"얼음,라이 위스키,오렌지 주스,셰리,레몬 주스,슈가시럽,소다수,레몬,어린 가지 민트,딸기",2,3,whisky,0,1,0,0
2839,"얼음,버본,체리 브랜디,페르넷 브랭커,팔레르눔,라임 주스",4,4,whisky,1,0,0,0
2840,"얼음,아이리시 위스키,라임 주스,오렌지 큐라소,슈가시럽,소다수",1,3,whisky,0,1,0,0
2841,"얼음,스카치 위스키,자몽주스,석류즙,슈가시럽",3,3,whisky,0,1,0,0
2842,"얼음,스카치 위스키,석류즙,오렌지 비터즈,파스티스",5,1,whisky,1,0,0,0
2843,"얼음,버본,셰리,트리플 섹,비터즈,레몬 껍질",4,2,whisky,0,1,0,0
2844,"얼음,잘게 부순 얼음,캐나다 위스키,오렌지 큐라소,비터즈",4,1,whisky,0,1,0,0
2845,"얼음,스카치 위스키,드라이 버무스,비터즈,옐로우 샤르트뢰즈,마라스키노 베리",4,1,whisky,0,0,0,1
2846,"얼음,버본,오렌지 주스,화이트 카카오 리큐어,크림",5,2,whisky,0,1,0,0
2847,"얼음,버본,그린 큐라소,오렌지 큐라소,레몬 껍질,마라스키노 베리",3,3,whisky,1,0,0,0
2848,"얼음,스카치 위스키,드라이 버무스,스위트 버무스,비터즈,오렌지",3,3,whisky,0,0,0,1
2849,"얼음,버본,화이트 크랜베리 주스,레몬 주스,트리플 섹,슈가시럽,마라스키노 베리",3,4,whisky,0,1,0,0
2850,"얼음,캐나다 위스키,드라이 버무스,코디얼 메독",1,1,whisky,0,1,0,0
2851,"얼음,라이 위스키,드라이 버무스,비터즈,마라스키노 리큐어,파스티스",4,1,whisky,0,1,0,0
2852,"얼음,스카치 위스키,드라이 버무스,오렌지 주스,그린 올리브",3,2,whisky,0,1,0,0
2853,"얼음,아이리시 위스키,스위트 버무스,비터즈",1,4,whisky,0,1,0,0
2854,"얼음,스카치 위스키,체리 브랜디,레몬 주스,계란 흰자,스위트 버무스,레몬",3,3,whisky,0,1,0,0
2855,"얼음,라이 위스키,화이트 크렘 드 망트,오렌지 비터즈",4,1,whisky,0,1,0,0
2856,"얼음,캐나다 위스키,스위트 버무스,오렌지 큐라소,위스키/허니 리큐어,비터즈,레몬 껍질",2,5,whisky,1,0,0,0
2857,"얼음,살구 브랜디,드라이 버무스,스카치 위스키,오렌지 비터즈,마라스키노 베리",4,3,whisky,1,0,0,0
2858,"얼음,버본,아니제트,스트레가,오렌지",4,1,whisky,0,1,0,0
2859,"얼음,캐나다 위스키,체리 리큐어,마라스키노 베리",1,3,whisky,1,0,0,0
2860,"얼음,라이 위스키,핌즈 컵 넘버 1,라임 주스,비터즈",2,2,whisky,0,1,0,0
2861,"얼음,스카치 위스키,드라이 버무스,레드 포트 와인,물,레몬,마라스키노 베리",3,1,whisky,1,0,0,0
2862,"얼음,버본,드라이 버무스,트리플 섹,레몬 껍질,마라스키노 베리",4,4,whisky,0,1,0,0
2863,"얼음,스카치 위스키,꼬냑,드라이 버무스,레몬,마라스키노 베리",5,1,whisky,0,1,0,0
2864,"얼음,버본,자몽주스,트리플 섹,파스티스",4,4,whisky,0,1,0,0
2865,"얼음,버본,드라이 버무스,트리플 섹,레몬,마라스키노 베리",4,4,whisky,0,1,0,0
2866,"얼음,스카치 위스키,살구 브랜디,신선한 애플 주스,레몬 주스,슈가시럽,살구,레몬",3,4,whisky,1,0,0,0
2867,"얼음,라이 위스키,비터즈,파스티스,레몬 껍질",4,1,whisky,0,1,0,0
2868,"얼음,라이 위스키,아니제트,압생트,비터즈",3,1,whisky,0,1,0,0
2869,"얼음,버본,레몬 주스,오렌지 큐라소,계란 흰자,마라스키노 베리",5,1,whisky,0,1,0,0
2870,"얼음,버본,슈가시럽,비터즈,레몬,마라스키노 베리,오렌지",4,3,whisky,0,1,0,0
2871,"얼음,아이리시 위스키,스위트 버무스,비터즈",1,3,whisky,0,1,0,0
2872,"얼음,스카치 위스키,셰리,위스키/허니 리큐어",3,4,whisky,0,1,0,0
2873,"얼음,드라이 버무스,스카치 위스키,핌즈 컵 넘버 1,오렌지 큐라소",3,3,whisky,1,0,0,0
2874,"얼음,라이 위스키,레몬 주스,석류즙",4,1,whisky,0,1,0,0
2875,"얼음,스카치 위스키,스위트 버무스,파스티스",5,1,whisky,1,0,0,0
2876,"얼음,스카치 위스키,레몬 주스,진저엘,레몬",5,1,whisky,0,1,0,0
2877,"얼음,아이리시 위스키,그린 박하 리큐어,그린 샤르트뢰즈",4,1,whisky,0,1,0,0
2878,"얼음,드라이 버무스,스카치 위스키,핌즈 컵 넘버 1",2,2,whisky,1,0,0,0
2879,"잘게 부순 얼음,캐나다 위스키,스위트 버무스,오렌지 비터즈,포도",4,1,whisky,0,1,0,0
2880,"얼음,드라이 버무스,아이리시 위스키,핌즈 컵 넘버 1,파스티스",1,1,whisky,0,1,0,0
2881,"얼음,라이 위스키,레몬 주스,스위트 버무스,슈가시럽,위스키/허니 리큐어,계란",3,4,whisky,1,0,0,0
2882,"얼음,스카치 위스키,드라이 버무스,체리 리큐어",4,3,whisky,0,0,1,0
2883,"얼음,버본,샴페인,위스키/허니 리큐어",5,2,whisky|champagne,0,1,0,0
2884,"얼음,드라이 버무스,스카치 위스키,캄파리",3,2,whisky,0,1,0,0
2885,"얼음,스카치 위스키,드라이 버무스,퀴멜,오렌지 비터즈",4,1,whisky,0,0,1,0
2886,"얼음,버본,코디얼 메독,셰리",3,2,whisky,0,1,0,0
2887,"얼음,스카치 위스키,레몬 주스,비터즈,소다수,레몬",5,1,whisky,0,1,0,0
2888,"얼음,스카치 위스키,드라이 버무스,위스키/허니 리큐어,오렌지 큐라소",4,3,whisky,0,0,1,0
2889,"얼음,드라이 버무스,스카치 위스키,트리플 섹",4,4,whisky,0,1,0,0
2890,"얼음,버본,라임 주스,소다수,라임",5,1,whisky,0,1,0,0
2891,"얼음,캐나다 위스키,드라이 버무스,레몬 주스,오렌지 큐라소,파스티스",1,2,whisky,0,1,0,0
2892,"얼음,아이리시 위스키,소다수,라임",4,1,whisky,0,0,0,0
2893,"얼음,스카치 위스키,오렌지 큐라소,파스티스,레몬 껍질,마라스키노 베리",4,3,whisky,0,1,0,0
2894,"얼음,버본,오렌지 큐라소,레몬",5,1,whisky,0,1,0,0
2895,"얼음,스카치 위스키,레몬 주스,트리플 섹,마라스키노 베리",3,4,whisky,0,1,0,0
2896,"얼음,버본,레몬 주스,오렌지 주스,석류즙",2,3,whisky,0,1,0,0
2897,"얼음,라이 위스키,칼바도스,석류즙,오렌지 주스",2,5,whisky,0,1,0,0
2898,"얼음,버본,셰리,스위트 버무스,오렌지 비터즈,마라스키노 베리",4,3,whisky,1,0,0,0
2899,"얼음,스카치 위스키,듀보네,스위트 버무스,비터즈,마라스키노 베리",3,4,whisky,1,0,0,0
2900,"얼음,스카치 위스키,트리플 섹,오렌지 비터즈",4,4,whisky,1,0,0,0
2901,"얼음,라이 위스키,드라이 버무스,계란 흰자,레몬 주스,스위트 버무스",3,2,whisky,0,1,0,0
2902,"얼음,아이리시 위스키,레몬 주스,슈가시럽,계란 흰자",4,2,whisky,0,1,0,0
2903,"얼음,스카치 위스키,석류즙,스위트 버무스,마라스키노 베리",3,4,whisky,0,1,0,0
2904,"얼음,드라이 버무스,라이 위스키,스웨디시 푼쉬,비터즈,레몬 주스",2,1,whisky,1,0,0,0
2905,"얼음,살구 브랜디,라이 위스키,비터즈,오렌지 큐라소,마라스키노 베리",4,4,whisky,1,0,0,0
2906,"얼음,버본,드라이 버무스,스위트 버무스,오렌지 비터즈,마라스키노 베리",4,3,whisky,0,1,0,0
2907,"얼음,버본,스위트 버무스,아니제트",5,2,whisky,1,0,0,0
2908,"얼음,스카치 위스키,레몬 주스,오렌지 주스,슈가시럽,셰리",3,2,whisky,0,1,0,0
2909,"얼음,샴페인,오렌지 주스",1,3,champagne,0,0,0,0
2910,"갈리아노,석류즙,샴페인,오이",3,5,champagne,0,1,0,0
2911,"얼음,샴페인,듀보네,오렌지",2,3,champagne,0,1,0,0
2912,"샴페인,망고 퓌레",1,2,champagne,0,1,0,0
2913,"얼음,샴페인,패션프루트 퓨레,패션 프루트 리큐어,슈가시럽",2,2,champagne,0,0,1,0
2914,"샴페인,오렌지 주스",1,3,champagne,0,1,0,0
2915,"얼음,딱총나무 꽃 코디얼,샴페인,민트,배",2,5,champagne,0,1,0,0
2916,"오렌지 큐라소,샴페인",3,5,champagne,0,1,0,0
2917,"얼음,꼬냑,칼바도스,트리플 섹,레몬 주스,샴페인",3,5,champagne,0,0,1,0
2918,"레몬 주스,오렌지 비터즈,샴페인,레몬",1,1,champagne,0,1,0,0
2919,"아몬드향 리큐어,라임 주스,샴페인,아몬드",2,5,champagne,0,1,0,0
2920,"얼음,오렌지 주스,체리 브랜디,체리 리큐어,샴페인",1,4,champagne,0,1,0,0
2921,"얼음,꼬냑,비터즈,갈설탕(흰색),샴페인,오렌지",4,1,champagne,0,0,0,0
2922,"얼음,아마레또,블루 큐라소,레몬 주스,샴페인,레몬 껍질",1,5,champagne,0,1,0,0
2923,"얼음,꼬냑,오렌지 큐라소,비터즈,샴페인",4,3,champagne,0,1,0,0
2924,"꼬냑,코디얼 메독,트리플 섹,샴페인",3,4,champagne,0,1,0,0
2925,"듀보네,갈설탕(흰색),오렌지 비터즈,샴페인,레몬 껍질",2,4,champagne,0,1,0,0
2926,"얼음,크랜베리 주스,패션 프루트 주스,트리플 섹,샴페인,딸기",1,5,champagne,0,1,0,0
2927,"얼음,듀보네,자몽주스,트리플 섹,샴페인",2,4,champagne,0,1,0,0
2928,"블랙베리 리큐어,샴페인,파인애플",2,5,champagne,0,1,0,0
2929,"칼바도스,샴페인,딸기",2,5,champagne,0,1,0,0
2930,"샴페인,레드 와인",2,1,champagne,0,1,0,0
2931,"얼음,트리플 섹,체리 리큐어,샴페인,딸기",4,5,champagne,0,1,0,0
2932,"얼음,꼬냑,석류즙,레몬 주스,샴페인",4,1,champagne,0,1,0,0
2933,"얼음,샴페인,레몬 주스",1,1,champagne,0,1,0,0
2934,"얼음,꼬냑,데킬라,레몬 주스,스위트 버무스,샴페인,마라스키노 베리",3,3,champagne|tequila,0,1,0,0
2935,"얼음,크랜베리 주스,배 퓌레,윌리엄 페어 리큐어,샴페인,크랜베리,배",1,5,champagne,0,1,0,0
2936,"얼음,꼬냑,트리플 섹,자몽주스,오렌지 주스,샴페인,마라스키노 베리",3,5,champagne,0,1,0,0
2937,"샴페인,비터즈,카람보라",1,1,champagne,0,0,1,0
2938,"얼음,꼬냑,드라이 버무스,슈가시럽,샴페인",4,1,champagne,0,1,0,0
2939,"얼음,꼬냑,코디얼 메독,스위트 버무스,비터즈,샴페인,마라스키노 베리,오렌지 비터즈",2,3,champagne,0,1,0,0
2940,"얼음,신선한 애플 주스,위스키/허니 리큐어,레몬 주스,바닐라 시럽,샴페인,레몬",1,5,champagne,1,0,0,0
2941,"블랙 라즈베리 리큐어,블랙베리 리큐어,딱총나무 꽃 코디얼,샴페인",2,5,champagne,1,0,0,0
2942,"샴페인,복숭아",2,2,champagne,0,1,0,0
2943,"얼음,칼바도스,슈가시럽,샴페인",1,5,champagne,0,0,0,0
2944,"샴페인,그린 박하 리큐어",2,3,champagne,0,0,0,1
2945,"루비 자몽주스,샴페인",1,3,champagne,0,1,0,0
2946,"샴페인,패션 프루트 주스",1,3,champagne,0,0,1,0
2947,"얼음,샴페인,마라스키노 리큐어,망고 퓌레",2,3,champagne,0,1,0,0
2948,"꼬냑,핌즈 컵 넘버 1,샴페인",2,2,champagne,0,1,0,0
2949,"얼음,바이슨 그래스 보드카,배 주스,레몬 주스,패션 프루트 시럽,샴페인",2,3,champagne,1,0,0,0
2950,"자몽주스,트리플 섹,로즈워터,샴페인",2,5,champagne,0,1,0,0
2951,"얼음,꼬냑,샴페인,비터즈,레몬 껍질",3,1,champagne,0,0,0,1
2952,"얼음,트리플 섹,오렌지 주스,샴페인",3,5,champagne,0,1,0,0
2953,"체리 브랜디,마라스키노 리큐어,샴페인",4,5,champagne,0,1,0,0
2954,"얼음,화이트 와인,슈가시럽,계란 노른자,샴페인",1,4,champagne,1,0,0,0
2955,"체리 브랜디,그린 샤르트뢰즈,트리플 섹,블루 큐라소,샴페인",4,5,champagne,0,1,0,0
2956,"얼음,꼬냑,슈가시럽,계란 노른자,샴페인",2,5,champagne,0,0,0,1
2957,"얼음,잘게 부순 얼음,드라이 버무스,칼바도스,레몬 주스,슈가시럽,샴페인,사과",1,5,champagne,0,1,0,0
2958,"잘게 부순 얼음,석류즙,오렌지 주스,샴페인,오렌지,스타아니스",1,2,champagne,0,0,1,0
2959,"얼음,꼬냑,슈가시럽,샴페인",3,4,champagne,0,1,0,0
2960,"얼음,아쿠아비트,배 퓌레,윌리엄 페어 리큐어,샴페인",1,5,champagne,0,1,0,0
2961,"블랙 커런트 리큐어,샴페인",2,5,champagne,0,1,0,0
2962,"꼬냑,그린 샤르트뢰즈,샴페인,레몬",4,4,champagne,0,1,0,0
2963,"얼음,자몽주스,트리플 섹,윌리엄 페어 리큐어,샴페인",2,5,champagne,0,1,0,0
2964,"꼬냑,샴페인,블랙베리 리큐어",2,3,champagne,1,0,0,0
2965,"얼음,꼬냑,파인애플 주스,마라스키노 리큐어,오렌지 비터즈,샴페인,딸기",3,3,champagne,0,1,0,0
2966,"블랙 라즈베리 리큐어,샴페인",2,5,champagne,1,0,0,0
2967,"꼬냑,트리플 섹,마라스키노 리큐어,오렌지 주스,샴페인,오렌지",3,5,champagne,0,0,0,0
2968,"레드 포트 와인,샴페인",2,1,champagne,1,0,0,0
2969,"오렌지 주스,체리 브랜디,샴페인,마라스키노 베리",2,4,champagne,0,1,0,0
2970,"잘게 부순 얼음,데킬라,라임 주스,슈가시럽,라즈베리 퓌레,샴페인,라즈베리",2,5,champagne|tequila,0,1,0,0
2971,"얼음,신선한 애플 주스,칼바도스,민트잎,샴페인",1,5,champagne,0,1,0,0
2972,"얼음,오렌지 큐라소,화이트 와인,샴페인,파인애플,딸기",2,4,champagne,0,1,0,0
2973,"얼음,트리플 섹,오렌지 주스,샴페인,오렌지",2,5,champagne,0,1,0,0
2974,"체리 브랜디,딸기 리큐어,샴페인,딸기",3,5,champagne,0,1,0,0
2975,"꼬냑,복숭아 브랜디,샴페인",4,3,champagne,0,1,0,0
2976,"맥주,샴페인",1,1,champagne,1,0,0,0
2977,"얼음,꼬냑,트리플 섹,샴페인",4,5,champagne,0,1,0,0
2978,"크랜베리 주스,스위트 버무스,슈가시럽,샴페인,크랜베리",1,5,champagne,0,1,0,0
2979,"체리 브랜디,라즈베리 주스,샴페인,레몬,마라스키노 베리",3,5,champagne,0,1,0,0
2980,"꼬냑,캄파리,오렌지 큐라소,샴페인,레몬 껍질",3,4,champagne,0,1,0,0
2981,"샴페인,흑맥주",1,1,champagne,0,1,0,0
2982,"얼음,데킬라,라임 주스,트리플 섹,샴페인,레몬",3,4,champagne|tequila,0,0,1,0
2983,"얼음,데킬라,트리플 섹,라임 주스",3,4,tequila,0,1,0,0
2984,"얼음,데킬라,라임 주스,트리플 섹,소금",4,2,tequila,0,1,0,0
2985,"얼음,데킬라,오렌지 주스,석류즙,오렌지,체리",4,2,tequila,0,1,0,0
2986,"얼음,데킬라,진저엘",4,1,tequila,0,0,0,0
2987,"삼부카,데킬라,핫 소스",2,3,tequila,1,0,0,0
2988,"얼음,데킬라,오렌지 주스,파인애플 주스,트리플 섹,라임",4,2,tequila,0,1,0,0
2989,"얼음,데킬라,트리플 섹,라임 주스,석류 주스,라임",4,2,tequila,0,1,0,0
2990,"얼음,데킬라,트리플 섹,라임 주스,오렌지 주스,올리브 주스",3,4,tequila,0,1,0,0
2991,"얼음,데킬라,그레이프프루트 소다,라임",4,1,tequila,0,1,0,0
2992,"얼음,레포사도 데킬라,그린 박하 리큐어,라임 주스,슈가시럽,민트",1,3,tequila,0,1,0,0
2993,"얼음,데킬라,크림,다크 카카오 리큐어,딸기 리큐어,딸기",2,2,tequila,1,0,0,0
2994,"얼음,데킬라,라임 주스,딸기 리큐어,오렌지 비터즈,딸기",3,3,tequila,0,1,0,0
2995,"얼음,데킬라,라임 주스,석류즙,라임",3,3,tequila,0,1,0,0
2996,"얼음,데킬라,크림,깔루아,블랙 라즈베리 리큐어",2,3,tequila,1,0,0,0
2997,"얼음,데킬라,레몬 주스,슈가시럽,민트",4,2,tequila,0,1,0,0
2998,"얼음,레포사도 데킬라,크렘 드 카시스,라임 주스,진저엘,라임",1,4,tequila,0,1,0,0
2999,"얼음,레포사도 데킬라,라임 주스,꿀,오렌지 큐라소,라임",4,2,tequila,0,1,0,0
3000,"얼음,데킬라,구아바 주스,라임 주스,오렌지 주스,오렌지",2,3,tequila,0,1,0,0
3001,"얼음,데킬라,레드 포트 와인,라임 주스,비터즈",2,2,tequila,0,1,0,0
3002,"얼음,데킬라,드라이 버무스,오렌지 비터즈,그린 올리브",4,1,tequila,0,1,0,0
3003,"얼음,데킬라,바나나 리큐어,블루 큐라소,멜론 리큐어",3,4,tequila,0,0,0,1
3004,"얼음,데킬라,콜라,라임 주스,라임",2,3,tequila,1,0,0,0
3005,"얼음,레포사도 데킬라,구아바 주스,민트",1,4,tequila,0,1,0,0
3006,"얼음,데킬라,라임 주스,마라스키노 리큐어,복숭아 시럽,소다수,라임,체리",4,2,tequila,0,0,0,1
3007,"얼음,레포사도 데킬라,살구 브랜디,라임 주스,라임",1,3,tequila,1,0,0,0
